order,slot_id,name,variant_count,mission_ids,level,score,primary_service,family,red,yellow,green
583,580,Upper Back Pain,1,580,3,12.46,ambulance,medical,assets/icons/red/0583--580--upper-back-pain.png,assets/icons/yellow/0583--580--upper-back-pain.png,assets/icons/green/0583--580--upper-back-pain.png
584,581,Mental Health admission,0,,2,0.0,mixed,response,assets/icons/red/0584--581--mental-health-admission.png,assets/icons/yellow/0584--581--mental-health-admission.png,assets/icons/green/0584--581--mental-health-admission.png
585,582,Fallen from E Scooter,1,582,3,12.48,ambulance,medical,assets/icons/red/0585--582--fallen-from-e-scooter.png,assets/icons/yellow/0585--582--fallen-from-e-scooter.png,assets/icons/green/0585--582--fallen-from-e-scooter.png
586,583,Medium Aircraft Emergency Landing in Estuary Mud,1,583,5,129.1,marine,aircraft,assets/icons/red/0586--583--medium-aircraft-emergency-landing-in-estuary-mud.png,assets/icons/yellow/0586--583--medium-aircraft-emergency-landing-in-estuary-mud.png,assets/icons/green/0586--583--medium-aircraft-emergency-landing-in-estuary-mud.png
587,584,Premise Alarm,1,584,1,2.36,police,police,assets/icons/red/0587--584--premise-alarm.png,assets/icons/yellow/0587--584--premise-alarm.png,assets/icons/green/0587--584--premise-alarm.png
588,585,Absent Seizure,1,585,2,5.99,ambulance,medical,assets/icons/red/0588--585--absent-seizure.png,assets/icons/yellow/0588--585--absent-seizure.png,assets/icons/green/0588--585--absent-seizure.png
589,586,Aircraft Accident - Code A,1,586,4,46.5,fire,aircraft,assets/icons/red/0589--586--aircraft-accident-code-a.png,assets/icons/yellow/0589--586--aircraft-accident-code-a.png,assets/icons/green/0589--586--aircraft-accident-code-a.png
590,587,Aircraft Accident - Code C,1,587,5,104.7,fire,aircraft,assets/icons/red/0590--587--aircraft-accident-code-c.png,assets/icons/yellow/0590--587--aircraft-accident-code-c.png,assets/icons/green/0590--587--aircraft-accident-code-c.png
591,588,Aircraft Accident - Code F,1,588,5,128.5,fire,aircraft,assets/icons/red/0591--588--aircraft-accident-code-f.png,assets/icons/yellow/0591--588--aircraft-accident-code-f.png,assets/icons/green/0591--588--aircraft-accident-code-f.png
592,589,Aircraft Accident - Code D,1,589,5,68.71,fire,aircraft,assets/icons/red/0592--589--aircraft-accident-code-d.png,assets/icons/yellow/0592--589--aircraft-accident-code-d.png,assets/icons/green/0592--589--aircraft-accident-code-d.png
593,590,Hot Brakes - Code D,1,590,5,71.32,fire,fire,assets/icons/red/0593--590--hot-brakes-code-d.png,assets/icons/yellow/0593--590--hot-brakes-code-d.png,assets/icons/green/0593--590--hot-brakes-code-d.png
594,591,Aircraft Leaking Fuel - Code A,1,591,2,4.48,fire,aircraft,assets/icons/red/0594--591--aircraft-leaking-fuel-code-a.png,assets/icons/yellow/0594--591--aircraft-leaking-fuel-code-a.png,assets/icons/green/0594--591--aircraft-leaking-fuel-code-a.png
595,592,Bird Strike - Code A,1,592,3,15.65,fire,aircraft,assets/icons/red/0595--592--bird-strike-code-a.png,assets/icons/yellow/0595--592--bird-strike-code-a.png,assets/icons/green/0595--592--bird-strike-code-a.png
596,593,Bird Strike - Code B,1,593,4,22.78,fire,aircraft,assets/icons/red/0596--593--bird-strike-code-b.png,assets/icons/yellow/0596--593--bird-strike-code-b.png,assets/icons/green/0596--593--bird-strike-code-b.png
597,594,Runway Inspection,1,594,2,4.48,police,aircraft,assets/icons/red/0597--594--runway-inspection.png,assets/icons/yellow/0597--594--runway-inspection.png,assets/icons/green/0597--594--runway-inspection.png
598,595,Dead whale washed up,1,595,1,3.8,marine,marine,assets/icons/red/0598--595--dead-whale-washed-up.png,assets/icons/yellow/0598--595--dead-whale-washed-up.png,assets/icons/green/0598--595--dead-whale-washed-up.png
599,596,Fall detector alarm,1,596,1,3.49,ambulance,medical,assets/icons/red/0599--596--fall-detector-alarm.png,assets/icons/yellow/0599--596--fall-detector-alarm.png,assets/icons/green/0599--596--fall-detector-alarm.png
600,597,Persons stuck on scaffolding,1,597,2,4.57,fire,rescue,assets/icons/red/0600--597--persons-stuck-on-scaffolding.png,assets/icons/yellow/0600--597--persons-stuck-on-scaffolding.png,assets/icons/green/0600--597--persons-stuck-on-scaffolding.png
601,598,EPIRB Activation (Offshore),1,598,4,29.5,marine,marine,assets/icons/red/0601--598--epirb-activation-offshore.png,assets/icons/yellow/0601--598--epirb-activation-offshore.png,assets/icons/green/0601--598--epirb-activation-offshore.png
602,599,EPIRB Activation (Marina),1,599,4,34.41,marine,marine,assets/icons/red/0602--599--epirb-activation-marina.png,assets/icons/yellow/0602--599--epirb-activation-marina.png,assets/icons/green/0602--599--epirb-activation-marina.png
603,600,Yacht crew with head injury,1,600,4,21.8,marine,medical,assets/icons/red/0603--600--yacht-crew-with-head-injury.png,assets/icons/yellow/0603--600--yacht-crew-with-head-injury.png,assets/icons/green/0603--600--yacht-crew-with-head-injury.png
604,601,Demonstration against the construction of a motorway project,2,601 601/a,3,12.47,police,crowd,assets/icons/red/0604--601--demonstration-against-the-construction-of-a-motorway-project.png,assets/icons/yellow/0604--601--demonstration-against-the-construction-of-a-motorway-project.png,assets/icons/green/0604--601--demonstration-against-the-construction-of-a-motorway-project.png
605,602,Motorcycle Hits Pedestrian,1,602,4,24.11,fire,fire,assets/icons/red/0605--602--motorcycle-hits-pedestrian.png,assets/icons/yellow/0605--602--motorcycle-hits-pedestrian.png,assets/icons/green/0605--602--motorcycle-hits-pedestrian.png
606,603,Wasp attack,1,603,2,6.68,ambulance,medical,assets/icons/red/0606--603--wasp-attack.png,assets/icons/yellow/0606--603--wasp-attack.png,assets/icons/green/0606--603--wasp-attack.png
607,604,Fractured Cylinder/Cylinder Venting,1,604,2,5.3,fire,fire,assets/icons/red/0607--604--fractured-cylinder-cylinder-venting.png,assets/icons/yellow/0607--604--fractured-cylinder-cylinder-venting.png,assets/icons/green/0607--604--fractured-cylinder-cylinder-venting.png
608,605,Risk fan escort,2,605 605/a,4,29.57,police,police,assets/icons/red/0608--605--risk-fan-escort.png,assets/icons/yellow/0608--605--risk-fan-escort.png,assets/icons/green/0608--605--risk-fan-escort.png
609,606,Person stuck in bath,1,606,3,10.5,fire,rescue,assets/icons/red/0609--606--person-stuck-in-bath.png,assets/icons/yellow/0609--606--person-stuck-in-bath.png,assets/icons/green/0609--606--person-stuck-in-bath.png
610,607,Hand stuck in window,1,607,3,10.5,fire,weather,assets/icons/red/0610--607--hand-stuck-in-window.png,assets/icons/yellow/0610--607--hand-stuck-in-window.png,assets/icons/green/0610--607--hand-stuck-in-window.png
611,608,Rival Fans Mass Disorder (Small),1,608,4,31.81,police,crowd,assets/icons/red/0611--608--rival-fans-mass-disorder-small.png,assets/icons/yellow/0611--608--rival-fans-mass-disorder-small.png,assets/icons/green/0611--608--rival-fans-mass-disorder-small.png
612,609,Rival Fans Mass Disorder (Medium),1,609,4,41.78,police,crowd,assets/icons/red/0612--609--rival-fans-mass-disorder-medium.png,assets/icons/yellow/0612--609--rival-fans-mass-disorder-medium.png,assets/icons/green/0612--609--rival-fans-mass-disorder-medium.png
613,610,Rival Fans Mass Disorder (Large),1,610,5,64.41,police,crowd,assets/icons/red/0613--610--rival-fans-mass-disorder-large.png,assets/icons/yellow/0613--610--rival-fans-mass-disorder-large.png,assets/icons/green/0613--610--rival-fans-mass-disorder-large.png
614,611,Flooded Basement,1,611,1,3.92,fire,weather,assets/icons/red/0614--611--flooded-basement.png,assets/icons/yellow/0614--611--flooded-basement.png,assets/icons/green/0614--611--flooded-basement.png
615,612,Domestic flooding (Small),1,612,2,4.71,fire,weather,assets/icons/red/0615--612--domestic-flooding-small.png,assets/icons/yellow/0615--612--domestic-flooding-small.png,assets/icons/green/0615--612--domestic-flooding-small.png
616,613,Domestic flooding (Large),1,613,2,6.56,fire,weather,assets/icons/red/0616--613--domestic-flooding-large.png,assets/icons/yellow/0616--613--domestic-flooding-large.png,assets/icons/green/0616--613--domestic-flooding-large.png
617,614,Flooding in a neighborhood following bad weather,1,614,3,20.5,fire,weather,assets/icons/red/0617--614--flooding-in-a-neighborhood-following-bad-weather.png,assets/icons/yellow/0617--614--flooding-in-a-neighborhood-following-bad-weather.png,assets/icons/green/0617--614--flooding-in-a-neighborhood-following-bad-weather.png
618,615,Major flooding in a neighborhood following bad weather,1,615,4,37.37,fire,weather,assets/icons/red/0618--615--major-flooding-in-a-neighborhood-following-bad-weather.png,assets/icons/yellow/0618--615--major-flooding-in-a-neighborhood-following-bad-weather.png,assets/icons/green/0618--615--major-flooding-in-a-neighborhood-following-bad-weather.png
619,616,Rising waters of the canal (Flood),1,616,5,58.45,fire,weather,assets/icons/red/0619--616--rising-waters-of-the-canal-flood.png,assets/icons/yellow/0619--616--rising-waters-of-the-canal-flood.png,assets/icons/green/0619--616--rising-waters-of-the-canal-flood.png
620,617,Pitch Invaders Refusing To Leave (Small),1,617,3,19.9,police,police,assets/icons/red/0620--617--pitch-invaders-refusing-to-leave-small.png,assets/icons/yellow/0620--617--pitch-invaders-refusing-to-leave-small.png,assets/icons/green/0620--617--pitch-invaders-refusing-to-leave-small.png
621,618,Pitch Invaders Refusing To Leave (Medium),1,618,4,37.29,police,police,assets/icons/red/0621--618--pitch-invaders-refusing-to-leave-medium.png,assets/icons/yellow/0621--618--pitch-invaders-refusing-to-leave-medium.png,assets/icons/green/0621--618--pitch-invaders-refusing-to-leave-medium.png
622,619,Pitch Invaders Refusing To Leave (Large),1,619,4,46.2,police,police,assets/icons/red/0622--619--pitch-invaders-refusing-to-leave-large.png,assets/icons/yellow/0622--619--pitch-invaders-refusing-to-leave-large.png,assets/icons/green/0622--619--pitch-invaders-refusing-to-leave-large.png
623,620,Football Pub Fight,1,620,3,13.3,police,crowd,assets/icons/red/0623--620--football-pub-fight.png,assets/icons/yellow/0623--620--football-pub-fight.png,assets/icons/green/0623--620--football-pub-fight.png
624,621,Fan Stopped with Flare,1,621,1,2.57,police,police,assets/icons/red/0624--621--fan-stopped-with-flare.png,assets/icons/yellow/0624--621--fan-stopped-with-flare.png,assets/icons/green/0624--621--fan-stopped-with-flare.png
625,622,Group Throwing Flares,1,622,2,9.93,police,police,assets/icons/red/0625--622--group-throwing-flares.png,assets/icons/yellow/0625--622--group-throwing-flares.png,assets/icons/green/0625--622--group-throwing-flares.png
626,623,Travelling Fan Serial,2,623 623/a,2,7.9,police,crowd,assets/icons/red/0626--623--travelling-fan-serial.png,assets/icons/yellow/0626--623--travelling-fan-serial.png,assets/icons/green/0626--623--travelling-fan-serial.png
627,624,Smell of petrol (domestic),1,624,1,3.15,fire,fire,assets/icons/red/0627--624--smell-of-petrol-domestic.png,assets/icons/yellow/0627--624--smell-of-petrol-domestic.png,assets/icons/green/0627--624--smell-of-petrol-domestic.png
628,625,Gain entry - houseboat (concern for welfare),1,625,4,22.21,fire,marine,assets/icons/red/0628--625--gain-entry-houseboat-concern-for-welfare.png,assets/icons/yellow/0628--625--gain-entry-houseboat-concern-for-welfare.png,assets/icons/green/0628--625--gain-entry-houseboat-concern-for-welfare.png
629,626,Sauna on Fire,1,626,3,17.92,fire,fire,assets/icons/red/0629--626--sauna-on-fire.png,assets/icons/yellow/0629--626--sauna-on-fire.png,assets/icons/green/0629--626--sauna-on-fire.png
630,627,Altered Consciousness,1,627,2,4.96,ambulance,medical,assets/icons/red/0630--627--altered-consciousness.png,assets/icons/yellow/0630--627--altered-consciousness.png,assets/icons/green/0630--627--altered-consciousness.png
631,628,Shortness of Breath,1,628,2,4.96,ambulance,medical,assets/icons/red/0631--628--shortness-of-breath.png,assets/icons/yellow/0631--628--shortness-of-breath.png,assets/icons/green/0631--628--shortness-of-breath.png
632,629,Chest Tightness,1,629,2,4.96,ambulance,medical,assets/icons/red/0632--629--chest-tightness.png,assets/icons/yellow/0632--629--chest-tightness.png,assets/icons/green/0632--629--chest-tightness.png
633,630,Body Aches,1,630,2,4.92,ambulance,medical,assets/icons/red/0633--630--body-aches.png,assets/icons/yellow/0633--630--body-aches.png,assets/icons/green/0633--630--body-aches.png
634,631,Stomach Cramps,1,631,2,4.92,ambulance,medical,assets/icons/red/0634--631--stomach-cramps.png,assets/icons/yellow/0634--631--stomach-cramps.png,assets/icons/green/0634--631--stomach-cramps.png
635,632,Unconscious Adult,1,632,3,11.53,ambulance,cardiac,assets/icons/red/0635--632--unconscious-adult.png,assets/icons/yellow/0635--632--unconscious-adult.png,assets/icons/green/0635--632--unconscious-adult.png
636,633,Unconscious Child,1,633,3,11.54,ambulance,cardiac,assets/icons/red/0636--633--unconscious-child.png,assets/icons/yellow/0636--633--unconscious-child.png,assets/icons/green/0636--633--unconscious-child.png
637,634,Severe Respiratory Distress,1,634,3,11.55,ambulance,medical,assets/icons/red/0637--634--severe-respiratory-distress.png,assets/icons/yellow/0637--634--severe-respiratory-distress.png,assets/icons/green/0637--634--severe-respiratory-distress.png
638,635,High Risk Missing Person,1,635,4,40.17,marine,crime,assets/icons/red/0638--635--high-risk-missing-person.png,assets/icons/yellow/0638--635--high-risk-missing-person.png,assets/icons/green/0638--635--high-risk-missing-person.png
639,636,Very High Risk Missing Person,1,636,4,42.3,marine,crime,assets/icons/red/0639--636--very-high-risk-missing-person.png,assets/icons/yellow/0639--636--very-high-risk-missing-person.png,assets/icons/green/0639--636--very-high-risk-missing-person.png
640,637,Community event,1,637,2,5.56,marine,marine,assets/icons/red/0640--637--community-event.png,assets/icons/yellow/0640--637--community-event.png,assets/icons/green/0640--637--community-event.png
641,638,Fire - Electrical Installation,1,638,1,4.15,fire,fire,assets/icons/red/0641--638--fire-electrical-installation.png,assets/icons/yellow/0641--638--fire-electrical-installation.png,assets/icons/green/0641--638--fire-electrical-installation.png
642,639,Child stuck in tree,1,639,3,17.38,fire,rescue,assets/icons/red/0642--639--child-stuck-in-tree.png,assets/icons/yellow/0642--639--child-stuck-in-tree.png,assets/icons/green/0642--639--child-stuck-in-tree.png
643,640,Child swallows cleaning supply,1,640,2,7.12,ambulance,medical,assets/icons/red/0643--640--child-swallows-cleaning-supply.png,assets/icons/yellow/0643--640--child-swallows-cleaning-supply.png,assets/icons/green/0643--640--child-swallows-cleaning-supply.png
644,641,Pediatric CPR,0,,3,0.0,mixed,response,assets/icons/red/0644--641--pediatric-cpr.png,assets/icons/yellow/0644--641--pediatric-cpr.png,assets/icons/green/0644--641--pediatric-cpr.png
645,642,Kid stuck in Climbing Frame,1,642,4,23.61,ambulance,rescue,assets/icons/red/0645--642--kid-stuck-in-climbing-frame.png,assets/icons/yellow/0645--642--kid-stuck-in-climbing-frame.png,assets/icons/green/0645--642--kid-stuck-in-climbing-frame.png
646,643,Livestock on road,1,643,1,4.04,police,animal,assets/icons/red/0646--643--livestock-on-road.png,assets/icons/yellow/0646--643--livestock-on-road.png,assets/icons/green/0646--643--livestock-on-road.png
647,644,Student Protest,1,644,2,7.78,police,crowd,assets/icons/red/0647--644--student-protest.png,assets/icons/yellow/0647--644--student-protest.png,assets/icons/green/0647--644--student-protest.png
648,645,Palpitations,1,645,2,5.84,ambulance,medical,assets/icons/red/0648--645--palpitations.png,assets/icons/yellow/0648--645--palpitations.png,assets/icons/green/0648--645--palpitations.png
